tasks,utilization,gpu
29,0.0037199999999999655,123
29,0.035339999999999545,124
29,0.03471999999999956,125
29,0.03471999999999956,126
29,0.034719999999999564,127
36,0.9810724999999876,0
36,0.981565833333301,1
36,0.9814227777777449,2
36,0.9808680555555227,3
36,0.041074999999999466,4
36,0.04076499999999947,5
36,0.04076499999999948,6
36,0.04153999999999946,7
36,0.015499999999999799,8
36,0.015499999999999799,9
36,0.015499999999999799,10
36,0.015499999999999799,11
36,0.0684324999999991,12
36,0.06773499999999912,13
36,0.06781249999999911,14
36,0.06819999999999911,15
36,0.0076724999999999,16
36,0.007594999999999901,17
36,0.007594999999999901,18
36,0.0702924999999991,19
36,0.1277199999999984,20
36,0.1277199999999984,21
36,0.12709999999999838,22
36,0.019297499999999804,23
36,0.0189874999999998,24
36,0.018754999999999803,25
36,0.041229999999999524,26
36,0.05951999999999925,27
36,0.05951999999999925,28
36,0.05951999999999924,29
36,0.06199999999999922,30
36,0.06137999999999921,31
36,0.06137999999999921,32
36,0.06757999999999915,33
36,0.07377999999999907,34
36,0.07377999999999907,35
36,0.07315999999999907,36
36,0.016739999999999814,37
36,0.016739999999999818,38
36,0.016739999999999807,39
36,0.02797749999999965,40
36,0.027899999999999637,41
36,0.027357499999999643,42
36,0.026969999999999647,43
36,0.021699999999999726,44
36,0.021699999999999726,45
36,0.021079999999999734,46
36,0.06509999999999919,47
36,0.10849999999999871,48
36,0.10849999999999865,49
36,0.10849999999999864,50
36,0.0396799999999995,51
36,0.0396799999999995,52
36,0.0393699999999995,53
36,0.03347999999999965,54
36,0.025032499999999822,55
36,0.02456749999999983,56
36,0.024489999999999835,57
36,0.010539999999999874,58
36,0.01053999999999987,59
36,0.010539999999999862,60
36,0.04153999999999946,61
36,0.07253999999999906,62
36,0.07253999999999905,63
36,0.07253999999999905,64
36,0.0235599999999997,65
36,0.0235599999999997,66
36,0.0229399999999997,67
36,0.021699999999999716,68
36,0.013717499999999822,69
36,0.01379499999999982,70
36,0.013717499999999822,71
36,0.04091999999999952,72
36,0.04091999999999951,73
36,0.040609999999999515,74
36,0.023869999999999725,75
36,0.006819999999999935,76
36,0.006819999999999939,77
36,0.006819999999999942,78
36,0.014879999999999814,79
36,0.01487999999999981,80
36,0.014879999999999807,81
36,0.01332999999999983,82
36,0.011779999999999855,83
36,0.011469999999999866,84
36,0.011159999999999854,85
36,0.009609999999999898,86
36,0.009299999999999902,87
36,0.009299999999999902,88
36,0.011159999999999906,89
36,0.013019999999999908,90
36,0.013019999999999893,91
36,0.013019999999999893,92
36,0.04029999999999949,93
36,0.03967999999999949,94
36,0.03967999999999949,95
36,0.039369999999999496,96
36,0.03905999999999949,97
36,0.03905999999999949,98
36,0.03905999999999949,99
36,0.01921999999999979,100
36,0.01890999999999979,101
36,0.018599999999999783,102
36,0.011469999999999878,103
36,0.004339999999999971,104
36,0.004339999999999973,105
36,0.0040299999999999616,106
36,0.013019999999999842,107
36,0.012399999999999847,108
36,0.012399999999999838,109
36,0.012399999999999842,110
36,0.011779999999999862,111
36,0.011779999999999846,112
36,0.011779999999999846,113
36,0.0037199999999999595,114
36,0.0030999999999999596,115
36,0.0030999999999999596,116
36,0.007439999999999903,117
36,0.011159999999999854,118
36,0.011159999999999854,119
36,0.011159999999999854,120
36,0.009919999999999934,121
36,0.009919999999999925,122
36,0.009609999999999935,123
36,0.0077499999999999375,124
36,0.005579999999999935,125
36,0.005579999999999927,126
36,0.005579999999999927,127
43,0.9870166666666497,0
43,0.9864591666666498,1
43,0.9867274999999833,2
43,0.04773999999999944,3
43,0.047739999999999436,4
43,0.04711999999999944,5
43,0.0692849999999991,6
43,0.0692074999999991,7
43,0.0695174999999991,8
43,0.04277999999999947,9
43,0.042779999999999464,10
43,0.042469999999999467,11
43,0.04347749999999943,12
43,0.043554999999999434,13
43,0.04378749999999943,14
43,0.14879999999999813,15
43,0.14879999999999813,16
43,0.14879999999999813,17
43,0.06943999999999913,18
43,0.06943999999999911,19
43,0.06943999999999911,20
43,0.027279999999999652,21
43,0.027279999999999652,22
43,0.026969999999999647,23
43,0.01549999999999988,24
43,0.01518999999999988,25
43,0.014879999999999885,26
43,0.03595999999999955,27
43,0.03595999999999955,28
43,0.03595999999999954,29
43,0.08493999999999889,30
43,0.08475055555555389,31
43,0.0843199999999989,32
43,0.04649999999999941,33
43,0.04649999999999942,34
43,0.04587999999999943,35
43,0.021079999999999724,36
43,0.020459999999999732,37
43,0.020459999999999732,38
43,0.0458799999999994,39
43,0.0455699999999994,40
43,0.04525999999999941,41
43,0.028287499999999632,42
43,0.02836499999999963,43
43,0.02820999999999963,44
43,0.02177749999999978,45
43,0.021777499999999762,46
43,0.02123499999999977,47
43,0.025419999999999675,48
43,0.024799999999999683,49
43,0.024799999999999683,50
43,0.02704749999999982,51
43,0.027047499999999832,52
43,0.027202499999999824,53
43,0.008679999999999943,54
43,0.008059999999999934,55
43,0.008059999999999934,56
43,0.01239999999999985,57
43,0.012399999999999847,58
43,0.011779999999999846,59
43,0.015112499999999803,60
43,0.014957499999999804,61
43,0.014957499999999804,62
43,0.0076724999999999,63
43,0.007594999999999901,64
43,0.0076724999999999,65
43,0.017359999999999844,66
43,0.01735999999999978,67
43,0.017359999999999775,68
43,0.04649999999999942,69
43,0.0464999999999994,70
43,0.0464999999999994,71
43,0.01363999999999983,72
43,0.013639999999999835,73
43,0.013019999999999837,74
43,0.014259999999999846,75
43,0.014259999999999846,76
43,0.013639999999999854,77
43,0.04649999999999942,78
43,0.045879999999999414,79
43,0.045879999999999414,80
43,0.022319999999999753,81
43,0.022009999999999752,82
43,0.021699999999999758,83
43,0.004959999999999962,84
43,0.004959999999999963,85
43,0.004959999999999965,86
43,0.011159999999999885,87
43,0.011159999999999885,88
43,0.010539999999999886,89
43,0.0040299999999999555,90
43,0.0037199999999999516,91
43,0.0037199999999999516,92
43,0.006819999999999926,93
43,0.006819999999999911,94
43,0.006199999999999919,95
43,0.014879999999999817,96
43,0.014879999999999814,97
43,0.014259999999999814,98
43,0.012787499999999834,99
43,0.012709999999999834,100
43,0.012322499999999839,101
43,0.014259999999999827,102
43,0.01363999999999983,103
43,0.013639999999999822,104
43,0.06881999999999913,105
43,0.06881999999999915,106
43,0.06850999999999914,107
43,0.004339999999999959,108
43,0.004339999999999959,109
43,0.004339999999999955,110
43,0.014879999999999817,111
43,0.014259999999999814,112
43,0.014259999999999814,113
43,0.005579999999999935,114
43,0.005579999999999927,115
43,0.004959999999999935,116
43,0.006819999999999958,117
43,0.00681999999999995,118
43,0.00681999999999995,119
43,0.03595999999999955,120
43,0.03595999999999954,121
43,0.03564999999999955,122
43,0.014259999999999886,123
43,0.013949999999999825,124
43,0.02417999999999969,125
43,0.034719999999999564,126
43,0.03409999999999956,127
50,0.9870166666666497,0
50,0.9864591666666498,1
50,0.9867274999999833,2
50,0.02704749999999982,3
50,0.027047499999999832,4
50,0.027202499999999824,5
50,0.14879999999999813,6
50,0.14879999999999813,7
50,0.14879999999999813,8
50,0.08493999999999889,9
50,0.08475055555555389,10
50,0.0843199999999989,11
50,0.04347749999999943,12
50,0.043554999999999434,13
50,0.04378749999999943,14
50,0.0692849999999991,15
50,0.0692074999999991,16
50,0.0695174999999991,17
50,0.08369999999999894,18
50,0.08307999999999895,19
50,0.04463999999999944,20
50,0.006199999999999927,21
50,0.005579999999999931,22
50,0.03285999999999958,23
50,0.032549999999999586,24
50,0.044019999999999435,25
50,0.055799999999999364,26
50,0.05579999999999928,27
50,0.013639999999999838,28
50,0.01363999999999983,29
50,0.028519999999999636,30
50,0.04339999999999945,31
50,0.04277999999999946,32
50,0.024799999999999676,33
50,0.024799999999999676,34
50,0.037354999999999514,35
50,0.029294999999999616,36
50,0.029759999999999613,37
50,0.00805999999999991,38
50,0.008059999999999895,39
50,0.021079999999999738,40
50,0.03409999999999958,41
50,0.03409999999999957,42
50,0.030379999999999616,43
50,0.02975999999999962,44
50,0.02952749999999968,45
50,0.025187499999999727,46
50,0.02495499999999972,47
50,0.011159999999999953,48
50,0.01115999999999995,49
50,0.017282499999999822,50
50,0.016507499999999786,51
50,0.01681749999999978,52
50,0.008059999999999895,53
50,0.0076724999999999,54
50,0.034952499999999546,55
50,0.05455999999999929,56
50,0.05455999999999929,57
50,0.05703999999999933,58
50,0.05703999999999932,59
50,0.036579999999999564,60
50,0.016119999999999798,61
50,0.016119999999999805,62
50,0.021079999999999734,63
50,0.020769999999999733,64
50,0.013639999999999841,65
50,0.00619999999999995,66
50,0.00619999999999995,67
50,0.006199999999999962,68
50,0.005889999999999951,69
50,0.030689999999999624,70
50,0.05517999999999931,71
50,0.0551799999999993,72
50,0.008989999999999915,73
50,0.008679999999999919,74
50,0.008059999999999914,75
50,0.007439999999999911,76
50,0.007439999999999903,77
50,0.0266599999999997,78
50,0.026349999999999704,79
50,0.04091999999999951,80
50,0.055799999999999295,81
50,0.055179999999999306,82
50,0.016739999999999793,83
50,0.01673999999999979,84
50,0.01704999999999978,85
50,0.017669999999999787,86
50,0.017359999999999775,87
50,0.004959999999999944,88
50,0.004339999999999944,89
50,0.0043399999999999515,90
50,0.004339999999999959,91
50,0.0037199999999999673,92
50,0.01456999999999981,93
50,0.013717499999999822,94
50,0.02510999999999968,95
50,0.034719999999999564,96
50,0.03409999999999956,97
50,0.06881999999999915,98
50,0.06881999999999915,99
50,0.05610999999999929,100
50,0.043089999999999455,101
50,0.04277999999999946,102
50,0.00743999999999995,103
50,0.0074399999999999545,104
50,0.007129999999999951,105
50,0.0074399999999999345,106
50,0.006819999999999935,107
50,0.008059999999999902,108
50,0.008059999999999902,109
50,0.007749999999999907,110
50,0.007439999999999903,111
50,0.006819999999999911,112
50,0.006819999999999919,113
50,0.006199999999999919,114
50,0.006819999999999911,115
50,0.007129999999999907,116
50,0.006819999999999911,117
50,0.005579999999999951,118
50,0.005579999999999947,119
50,0.011469999999999866,120
50,0.01704999999999979,121
50,0.01673999999999979,122
50,0.014259999999999886,123
50,0.013949999999999825,124
50,0.015499999999999802,125
50,0.017359999999999782,126
50,0.017359999999999775,127
57,0.0458799999999994,0
57,0.04549249999999942,1
57,0.9863402777777617,2
57,0.9919288888888758,3
57,0.992082499999987,4
57,0.0557999999999993,5
57,0.05548999999999929,6
57,0.09400749999999879,7
57,0.07021499999999908,8
57,0.06998249999999909,9
57,0.10167999999999867,10
57,0.10149055555555367,11
57,0.14011999999999822,12
57,0.17855999999999775,13
57,0.17855999999999775,14
57,0.08369999999999894,15
57,0.08307999999999895,16
57,0.056729999999999274,17
57,0.030069999999999614,18
57,0.02975999999999962,19
57,0.004339999999999959,20
57,0.004029999999999963,21
57,0.02681499999999966,22
57,0.029294999999999616,23
57,0.029759999999999613,24
57,0.04339999999999945,25
57,0.043089999999999455,26
57,0.040919999999999575,27
57,0.03037999999999981,28
57,0.030069999999999816,29
57,0.055799999999999295,30
57,0.05579999999999935,31
57,0.030999999999999618,32
57,0.006199999999999955,33
57,0.0055799999999999565,34
57,0.03440999999999957,35
57,0.03409999999999958,36
57,0.02944999999999962,37
57,0.024799999999999676,38
57,0.024799999999999676,39
57,0.003874999999999999,40
57,0.003797499999999999,41
57,0.00720749999999996,42
57,0.006509999999999919,43
57,0.006199999999999919,44
57,0.03285999999999958,45
57,0.032549999999999586,46
57,0.027822499999999636,47
57,0.016507499999999786,48
