function_name,device_type,start_time,end_time,model_loading,exec_time,res_time,GPU_Memory,cpu,warm,device,75_cpu_usage,memory,gpu_util
vggnet11,cpu,1677557935.904009,1677557941.1854987,0.4818847179412842,4.799604892730713,5.281489610671997,,4,True,Xeon(R) Gold 6330,297.75508613298,4.96484375

bert,cpu,1677557416.4079683,1677557417.4995515,0.6776494979858398,0.41393375396728516,1.091583251953125,,8,False,Xeon(R) Gold 6330,210.9074913356438,5.6484375
bert-qa,cpu,1677557427.8558578,1677557429.8978827,1.2238647937774658,0.8181600570678711,2.042024850845337,,8,False,Xeon(R) Gold 6330,1.2229166666667084,4.38671875
lasbe,cpu,1677557440.2607803,1677557443.194871,2.58732533454895,0.34676527976989746,2.9340906143188477,,8,False,Xeon(R) Gold 6330,1.282464174915209,5286.625
resnet-101,cpu,1677557453.4644709,1677557455.3980732,0.5136189460754395,1.4199833869934082,1.9336023330688477,,8,False,Xeon(R) Gold 6330,895.4890701726597,658.98828125
resnet-152,cpu,1677557465.670353,1677557467.7839622,0.6613860130310059,1.452223300933838,2.1136093139648438,,8,False,Xeon(R) Gold 6330,296.340812788906,4.796875
resnet-50,cpu,1677557478.1490645,1677557479.8052306,0.48870134353637695,1.1674647331237793,1.6561660766601562,,8,False,Xeon(R) Gold 6330,1.2756587009803988,837.640625
shufflenet,cpu,1677557490.0948212,1677557491.421844,0.28704333305358887,1.0399794578552246,1.3270227909088135,,8,False,Xeon(R) Gold 6330,1.9385524901468953,4.359375
vggnet11,cpu,1677557501.7343366,1677557504.1937547,0.6213810443878174,1.8380370140075684,2.4594180583953857,,8,False,Xeon(R) Gold 6330,193.22364098431785,5.71875
bert,cpu,1677557517.7079158,1677557518.6140018,0.6331450939178467,0.27294087409973145,0.9060859680175781,,8,True,Xeon(R) Gold 6330,0.7417486048365589,380.69921875
bert-qa,cpu,1677557528.9084108,1677557530.3853674,0.8719713687896729,0.604985237121582,1.4769566059112549,,8,True,Xeon(R) Gold 6330,0.5509324492333253,4.38671875
lasbe,cpu,1677557540.709644,1677557542.3851597,1.6414694786071777,0.034046173095703125,1.6755156517028809,,8,True,Xeon(R) Gold 6330,301.63575,5286.625
resnet-101,cpu,1677557552.912521,1677557554.1797917,0.2085285186767578,1.0587422847747803,1.267270803451538,,8,True,Xeon(R) Gold 6330,895.4890701726597,659.59765625
resnet-152,cpu,1677557564.3747895,1677557565.6799984,0.2786569595336914,1.0265519618988037,1.3052089214324951,,8,True,Xeon(R) Gold 6330,536.5126392580445,4.796875
resnet-50,cpu,1677557575.913748,1677557576.6826384,0.11870455741882324,0.6501858234405518,0.768890380859375,,8,True,Xeon(R) Gold 6330,945.4355123674911,837.640625
shufflenet,cpu,1677557586.869961,1677557587.4808166,0.05091524124145508,0.5599403381347656,0.6108555793762207,,8,True,Xeon(R) Gold 6330,604.9285881526574,4.359375
vggnet11,cpu,1677557597.7082522,1677557600.0811903,0.3921699523925781,1.9807682037353516,2.3729381561279297,,8,True,Xeon(R) Gold 6330,9.478614948422674,5.71875

bert,cpu,1677557003.7349486,1677557004.5017457,0.591773509979248,0.17502355575561523,0.7667970657348633,,16,False,Xeon(R) Gold 6330,316.97703035274816,5.05859375
bert-qa,cpu,1677557014.8421526,1677557016.3895233,1.1825370788574219,0.3648335933685303,1.5473706722259521,,16,False,Xeon(R) Gold 6330,447.6958904109589,4.9921875
lasbe,cpu,1677557026.8237343,1677557029.618543,2.542672872543335,0.2521357536315918,2.7948086261749268,,16,False,Xeon(R) Gold 6330,753.6841656401023,4432.63671875
resnet-101,cpu,1677557040.0124788,1677557041.2024145,0.47335171699523926,0.7165839672088623,1.1899356842041016,,16,False,Xeon(R) Gold 6330,1.9663696620667617,1031.66796875
resnet-152,cpu,1677557051.5573442,1677557052.822659,0.5633869171142578,0.701927900314331,1.2653148174285889,,16,False,Xeon(R) Gold 6330,313.01727485771676,4.41796875
resnet-50,cpu,1677557063.3077626,1677557064.3141599,0.38737058639526367,0.6190266609191895,1.0063972473144531,,16,False,Xeon(R) Gold 6330,285.5861876292116,4.3125
shufflenet,cpu,1677557074.717669,1677557075.5723302,0.2709987163543701,0.5836625099182129,0.854661226272583,,16,False,Xeon(R) Gold 6330,249.44158509630572,5.1171875
vggnet11,cpu,1677557085.9074988,1677557087.5216985,0.593916654586792,1.0202829837799072,1.6141996383666992,,16,False,Xeon(R) Gold 6330,451.55137051945565,5.47265625
bert,cpu,1677557101.038544,1677557101.4895232,0.39951491355895996,0.05146431922912598,0.45097923278808594,,16,True,Xeon(R) Gold 6330,316.97703035274816,5.05859375
bert-qa,cpu,1677557111.7514174,1677557112.6999571,0.8373641967773438,0.111175537109375,0.9485397338867188,,16,True,Xeon(R) Gold 6330,447.6958904109589,484.06640625
lasbe,cpu,1677557123.0052826,1677557124.5591545,1.5241763591766357,0.029695510864257812,1.5538718700408936,,16,True,Xeon(R) Gold 6330,753.6841656401023,5283.5234375
resnet-101,cpu,1677557135.010246,1677557135.490567,0.20670795440673828,0.27361297607421875,0.48032093048095703,,16,True,Xeon(R) Gold 6330,637.3011704253497,1031.66796875
resnet-152,cpu,1677557145.7251835,1677557146.3835433,0.3006858825683594,0.35767388343811035,0.6583597660064697,,16,True,Xeon(R) Gold 6330,816.9867072627356,4.41796875
resnet-50,cpu,1677557156.6260478,1677557156.878538,0.11734127998352051,0.1351487636566162,0.2524900436401367,,16,True,Xeon(R) Gold 6330,480.06305586621914,4.3125
shufflenet,cpu,1677557167.0723732,1677557167.2817166,0.050543785095214844,0.1587996482849121,0.20934343338012695,,16,True,Xeon(R) Gold 6330,482.7333133612942,618.70703125
vggnet11,cpu,1677557177.4983861,1677557178.7906241,0.39301013946533203,0.8992278575897217,1.2922379970550537,,16,True,Xeon(R) Gold 6330,851.5135891502073,691.4609375

bert,gpu,1677558809.953113,1677558810.914277,0.850165843963623,0.11099815368652344,0.9611639976501465,422.76611328125,1,False,RTX-3090,1.3441075514875438,483.03125,0
bert-qa,gpu,1677558821.2176569,1677558822.7255385,1.3051713943481445,0.20271024703979492,1.5078816413879395,1283.29443359375,1,False,RTX-3090,1.5815587145307126,487.84375,0
lasbe,gpu,1677558839.15925,1677558847.5784395,3.4556007385253906,4.96358871459961,5.419189453125,1798.982421875,1,False,RTX-3090,1.4212086904953847,4436.1875,0
resnet-101,gpu,1677558858.219059,1677558859.142079,0.6637277603149414,0.2592923641204834,0.9230201244354248,175.8076171875,1,False,RTX-3090,1.1902017291067952,4.88671875,0
resnet-152,gpu,1677558869.4158423,1677558870.6075935,0.8212060928344727,0.3705451488494873,1.19175124168396,236.28564453125,1,False,RTX-3090,76.7041352248717,791.0078125,0
resnet-50,gpu,1677558880.956974,1677558881.6990404,0.49267029762268066,0.24939608573913574,0.7420663833618164,102.88427734375,1,False,RTX-3090,43.99486652977411,743.69921875,0
shufflenet,gpu,1677558891.9506836,1677558892.6497924,0.46407079696655273,0.23503804206848145,0.6991088390350342,18.8359375,1,False,RTX-3090,64.61483050847454,675.41015625,0
vggnet11,gpu,1677558903.009373,1677558904.0694735,0.8681352138519287,0.19196534156799316,1.0601005554199219,517.216796875,1,False,RTX-3090,0.6696948371825169,381.21875,0
bert,gpu,1677558917.7419155,1677558918.2261145,0.475980281829834,0.008218765258789062,0.48419904708862305,427.51611328125,1,True,RTX-3090,71.67244127226111,483.03125,0
bert-qa,gpu,1677558928.5194068,1677558929.5372257,0.9969351291656494,0.020883798599243164,1.0178189277648926,1287.29443359375,1,True,RTX-3090,89.27041727553173,487.71875,0
lasbe,gpu,1677558944.8120806,1677558951.977983,1.96463942527771,4.201262950897217,6.165902376174927,1798.982421875,1,True,RTX-3090,836.2643644593707,4436.1875,0
resnet-101,gpu,1677558963.0355394,1677558963.3919916,0.33591604232788086,0.020536184310913086,0.35645222663879395,179.7216796875,1,True,RTX-3090,67.14018755096494,4.88671875,0
resnet-152,gpu,1677558973.6353943,1677558974.0626898,0.4028465747833252,0.024448871612548828,0.427295446395874,241.28564453125,1,True,RTX-3090,76.7041352248717,888.96484375,0
resnet-50,gpu,1677558984.3421578,1677558984.4804654,0.1318812370300293,0.006426334381103516,0.1383075714111328,108.38427734375,1,True,RTX-3090,9.030646051905029,853.296875,0
shufflenet,gpu,1677558994.745124,1677558994.8511465,0.09356236457824707,0.012459993362426758,0.10602235794067383,22.8359375,1,True,RTX-3090,64.61483050847454,676.296875,0
vggnet11,gpu,1677559005.1194668,1677559005.7319944,0.602726936340332,0.00980067253112793,0.61252760887146,522.216796875,1,True,RTX-3090,65.56934052549157,697.66015625,0
